industry,founding_date,office_country,office_state,office_city,office_region,first_funding_date,last_funding_date,num_funding_rounds,total_funding_usd,first_milestone_date,last_milestone_date,num_milestones,acquisition_price,acquisition_currency,acquired,ipo_valuation_amount,valuation_currency,ipo,exit,funding_time_span
25,1575,93,34,2328,859,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,8,633,2,2200000000.0,6,1,0.0,3,0,1,0
26,12,93,34,1444,859,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1223,1275,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,8,8,1,0.0,6,0,0.0,3,0,0,0
11,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,449,462,1,0.0,6,0,0.0,3,0,0,0
7,8,93,14,412,240,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
7,5,16,4,178,95,1970-01-01 00:00:00.000000398,1970-01-01 00:00:00.000000912,4,388000000,10,333,4,0.0,6,0,0.0,3,1,1,0
22,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
8,901,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,92,14,4,86,41,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1029,841,2,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
5,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,492,508,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,8,8,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,4,4,1,0.0,6,0,0.0,3,0,0,0
28,387,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,339,348,1,0.0,6,0,0.0,3,0,0,0
21,384,93,4,1882,1457,1970-01-01 00:00:00.000001328,1970-01-01 00:00:00.000000532,2,2000000,568,860,2,0.0,6,1,0.0,3,0,1,-1
28,0,43,4,1722,1021,1970-01-01 00:00:00.000001266,1970-01-01 00:00:00.000001258,1,18000000,5,389,2,12000000.0,6,1,0.0,3,0,1,-1
22,87,93,4,1882,1095,1970-01-01 00:00:00.000000799,1970-01-01 00:00:00.000000793,1,7000000,40,59,2,0.0,6,1,0.0,3,0,1,-1
3,1394,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1077,1127,1,0.0,6,0,0.0,3,0,0,0
28,92,93,38,232,970,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
12,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,70,72,1,0.0,6,1,0.0,3,0,1,0
36,92,93,24,1491,603,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,13000000.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,1100000.0,6,1,0.0,3,0,1,0
36,3,31,4,341,700,1970-01-01 00:00:00.000000742,1970-01-01 00:00:00.000000741,1,1930000,10,10,0,0.0,6,0,0.0,3,0,0,-1
7,405,40,4,1436,853,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
28,11,93,4,1882,1095,1970-01-01 00:00:00.000000731,1970-01-01 00:00:00.000000729,1,0,323,758,2,0.0,6,1,0.0,3,0,1,-1
36,92,31,4,2103,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,6,6,1,15470000.0,3,1,0.0,3,0,1,0
3,92,93,23,2076,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,262000000.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
22,8,40,4,150,76,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,1,736050,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,34,1268,754,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,8,8,1,0.0,6,0,0.0,3,1,1,0
0,337,40,4,1049,627,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,31,989,859,1970-01-01 00:00:00.000001110,1970-01-01 00:00:00.000001103,1,10000000,10,10,0,50000000.0,6,1,0.0,3,0,1,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,4,4,1,0.0,6,0,0.0,3,0,0,0
36,10,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
38,84,93,37,899,993,1970-01-01 00:00:00.000000471,1970-01-01 00:00:00.000000465,1,0,10,10,0,0.0,6,0,0.0,3,0,0,-1
25,80,14,4,2399,1442,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
5,139,13,4,2170,1309,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
28,10,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,6,93,43,114,57,1970-01-01 00:00:00.000000351,1970-01-01 00:00:00.000000335,1,0,323,330,1,0.0,6,0,0.0,3,0,0,-1
16,89,93,14,1384,240,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,9,384,2,0.0,6,0,0.0,3,1,1,0
32,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,1,93,4,728,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,60000000.0,6,1,0.0,3,0,1,0
28,1,93,3,2413,972,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,5,5,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
0,631,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,12,12,1,0.0,6,0,0.0,3,0,0,0
7,899,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,12,12,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
28,3,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
31,33,93,23,1314,788,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,11,11,1,0.0,6,0,0.0,3,0,0,0
9,92,93,4,1376,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,3,3,1,0.0,6,1,0.0,3,0,1,0
7,615,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,568,589,1,0.0,6,0,0.0,3,0,0,0
40,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,817,93,4,1893,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,217,842,3,0.0,6,0,0.0,3,0,0,0
36,92,93,34,1444,859,1970-01-01 00:00:00.000000434,1970-01-01 00:00:00.000000935,4,25089334,1660,1526,2,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
4,6,93,34,1675,859,1970-01-01 00:00:00.000001490,1970-01-01 00:00:00.000001482,1,0,10,10,0,0.0,6,1,0.0,3,0,1,-1
7,3,93,34,1445,859,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1073,1123,1,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,9,353,210,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,3600000.0,6,1,0.0,3,0,1,0
40,755,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,33,33,1,0.0,6,0,0.0,3,0,0,0
36,1637,93,24,1842,1269,1970-01-01 00:00:00.000000113,1970-01-01 00:00:00.000000112,1,50000,10,10,0,0.0,6,0,0.0,3,0,0,-1
8,1600,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1530,1579,1,0.0,6,0,0.0,3,0,0,0
8,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,92,93,38,2336,1458,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1228,1279,1,0.0,6,1,0.0,3,0,1,0
9,560,41,4,744,428,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,944,987,1,0.0,6,0,0.0,3,0,0,0
40,92,93,34,1444,859,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,43000000.0,6,1,0.0,3,0,1,0
28,92,93,6,1968,1180,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,1,1,0
28,86,93,4,210,705,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,35,35,1,0.0,6,0,0.0,3,0,0,0
9,10,93,4,1176,705,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,694,704,1,0.0,6,0,0.0,3,0,0,0
9,10,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1248,1298,1,0.0,6,0,0.0,3,0,0,0
40,5,93,4,1882,1095,1970-01-01 00:00:00.000001180,1970-01-01 00:00:00.000001172,1,100000,283,362,3,0.0,6,1,0.0,3,0,1,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,39,39,1,0.0,6,0,0.0,3,0,0,0
0,6,31,4,1582,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,136,487,2,0.0,6,0,0.0,3,0,0,0
16,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
0,6,73,4,1540,908,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,42,42,1,0.0,6,0,0.0,3,0,0,0
28,92,31,4,1165,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,1041,93,43,114,57,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,69,93,19,119,146,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,19000000.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1363,1415,1,0.0,6,0,0.0,3,0,0,0
33,77,93,4,1882,1457,1970-01-01 00:00:00.000001508,1970-01-01 00:00:00.000001502,1,69900000,1359,1411,1,465000000.0,6,1,0.0,3,0,1,-1
11,11,93,43,365,302,1970-01-01 00:00:00.000000188,1970-01-01 00:00:00.000000179,1,10000000,1449,1505,1,0.0,6,0,0.0,3,1,1,-1
12,921,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
5,8,40,4,1381,824,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,0,0,1,0.0,6,0,0.0,3,0,0,0
28,295,93,4,104,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1022,851,3,0.0,6,0,0.0,3,0,0,0
22,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
7,387,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
0,92,93,4,360,1125,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,45000000.0,6,1,0.0,3,0,1,0
36,1165,23,4,2246,1359,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1067,1117,1,0.0,6,1,0.0,3,0,1,0
5,92,93,43,114,57,1970-01-01 00:00:00.000001006,1970-01-01 00:00:00.000000025,3,19398821,509,522,2,0.0,6,1,0.0,3,0,1,-1
36,90,40,4,2185,1315,1970-01-01 00:00:00.000001410,1970-01-01 00:00:00.000001408,1,60000000,10,10,0,5220000.0,6,1,0.0,3,0,1,-1
9,1070,40,4,1447,853,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
20,92,43,4,1198,720,1970-01-01 00:00:00.000001717,1970-01-01 00:00:00.000001713,1,830000,10,10,0,0.0,6,0,0.0,3,0,0,-1
22,92,93,4,1081,705,1970-01-01 00:00:00.000001529,1970-01-01 00:00:00.000000660,2,5540000,10,10,0,0.0,6,0,0.0,3,0,0,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,26,26,1,0.0,6,0,0.0,3,0,0,0
7,1439,93,43,114,57,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1361,1413,1,0.0,6,0,0.0,3,0,0,0
40,92,97,4,5,1269,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,326,333,1,0.0,6,0,0.0,3,0,0,0
22,4,93,14,2320,240,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1116,1167,1,0.0,6,0,0.0,3,0,0,0
16,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
30,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
28,1027,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,929,972,1,0.0,6,0,0.0,3,0,0,0
30,92,93,11,920,545,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,517,536,1,0.0,6,0,0.0,3,1,1,0
40,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
28,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,249,93,4,1882,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,961,899,3,29000000.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,5,5,1,0.0,6,0,0.0,3,0,0,0
36,92,93,34,1444,859,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,946,989,1,0.0,6,0,0.0,3,1,1,0
36,84,93,6,639,368,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,37,37,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
12,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,181,185,1,0.0,6,0,0.0,3,0,0,0
9,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,26360000.0,6,1,0.0,3,0,1,0
40,92,93,4,1176,705,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,4,691,2,485000000.0,6,1,0.0,3,0,1,0
28,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
3,91,13,4,1554,919,1970-01-01 00:00:00.000000627,1970-01-01 00:00:00.000000623,1,12000000,10,10,0,0.0,6,0,0.0,3,1,1,-1
28,1311,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,13,13,1,0.0,6,0,0.0,3,0,0,0
9,11,93,4,1905,1095,1970-01-01 00:00:00.000000682,1970-01-01 00:00:00.000000680,1,2000000,13,13,1,0.0,6,0,0.0,3,0,0,-1
12,1578,31,4,1226,732,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1219,11,2,0.0,6,1,0.0,3,0,1,0
28,1612,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1374,1426,1,0.0,6,0,0.0,3,0,0,0
12,5,31,4,1966,1178,1970-01-01 00:00:00.000000569,1970-01-01 00:00:00.000000561,1,295000,10,10,0,0.0,6,0,0.0,3,0,0,-1
40,69,93,4,2301,705,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1592,79,4,0.0,6,1,0.0,3,0,1,0
10,751,93,4,1910,705,1970-01-01 00:00:00.000000386,1970-01-01 00:00:00.000000274,4,66000000,12,820,4,0.0,6,1,0.0,3,0,1,-1
14,75,31,4,647,371,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,12,12,1,0.0,6,0,0.0,3,1,1,0
36,92,93,9,2126,1276,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,89,93,45,1769,1368,1970-01-01 00:00:00.000000217,1970-01-01 00:00:00.000000203,1,3500000,10,10,0,0.0,6,1,0.0,3,0,1,-1
22,8,93,4,1923,1095,1970-01-01 00:00:00.000001229,1970-01-01 00:00:00.000001220,1,995000,468,13,2,0.0,6,0,0.0,3,0,0,-1
40,380,93,43,114,57,1970-01-01 00:00:00.000001467,1970-01-01 00:00:00.000001463,1,5000000,369,652,5,0.0,6,1,0.0,3,0,1,-1
36,71,93,5,251,315,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,415000000.0,6,1,0.0,3,0,1,0
22,617,93,19,341,146,1970-01-01 00:00:00.000000199,1970-01-01 00:00:00.000000890,2,6000000,182,1608,3,100000000.0,6,1,0.0,3,0,1,0
12,1412,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
25,0,93,10,60,53,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,273600000.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
23,12,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
0,8,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
9,1175,93,43,114,57,1970-01-01 00:00:00.000001358,1970-01-01 00:00:00.000001164,2,4100000,1077,1291,2,0.0,6,1,0.0,3,0,1,-1
36,551,83,4,2092,1252,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
30,902,23,4,200,110,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,818,843,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,3,27,4,1902,1134,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
22,9,93,4,1376,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,1011,2,0.0,6,1,0.0,3,0,1,0
22,9,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1116,1167,1,0.0,6,0,0.0,3,0,0,0
36,80,93,38,1482,970,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
7,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
9,11,93,45,1769,1368,1970-01-01 00:00:00.000000089,1970-01-01 00:00:00.000001075,2,1750000,10,10,0,0.0,6,0,0.0,3,0,0,0
12,8,93,4,1882,202,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,259,897,2,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
3,8,93,19,341,146,1970-01-01 00:00:00.000000283,1970-01-01 00:00:00.000000110,2,55000000,9,9,1,0.0,6,1,0.0,3,0,1,-1
36,1309,31,4,261,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,874,907,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
40,3,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,88,31,4,1165,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1214,1266,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,220,220,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,3,31,4,2135,1284,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
40,92,93,43,114,57,1970-01-01 00:00:00.000001382,1970-01-01 00:00:00.000001376,2,1300000,10,10,1,0.0,6,0,0.0,3,0,0,-1
12,750,31,4,1165,700,1970-01-01 00:00:00.000000728,1970-01-01 00:00:00.000000726,1,1000000,690,700,1,0.0,6,0,0.0,3,0,0,-1
